"date","discharge"
2009-04-17,167.6206
2009-04-18,153.786
2009-04-19,143.6038
2009-04-20,351.874
2009-04-21,305.5938
2009-04-22,223.1122
2009-04-23,188.7754
2009-04-24,169.3787
2009-04-25,154.8715
2009-04-26,142.2817
2009-04-27,131.5974
2009-04-28,123.2392
2009-04-29,117.2675
2009-04-30,110.9301
2009-05-01,107.7985
2009-05-02,107.5758
2009-05-03,126.023
2009-05-04,161.1336
2009-05-05,142.0177
2009-05-06,153.5151
2009-05-07,198.1556
2009-05-08,164.3686
2009-05-09,171.1416
2009-05-10,140.1748
2009-05-11,125.5578
2009-05-12,122.5459
2009-05-13,109.1376
2009-05-14,107.7985
2009-05-15,112.9564
2009-05-16,195.5379
2009-05-17,181.3081
2009-05-18,165.8674
2009-05-19,133.4015
2009-05-20,116.1286
2009-05-21,106.0203
2009-05-22,99.48486
2009-05-23,95.67257
2009-05-24,117.4957
2009-05-25,192.9294
2009-05-26,451.7581
2009-05-27,649.9506
2009-05-28,643.8338
2009-05-29,485.4267
2009-05-30,340.1533
2009-05-31,260.992
2009-06-01,223.1122
2009-06-02,192.9294
2009-06-03,178.7518
2009-06-04,274.7419
2009-06-05,343.0742
2009-06-06,288.6645
2009-06-07,217.4915
2009-06-08,189.0343
2009-06-09,177.9869
2009-06-10,177.7321
2009-06-11,179.7732
2009-06-12,164.1191
2009-06-13,142.81
2009-06-14,132.3696
2009-06-15,128.524
2009-06-16,135.2139
2009-06-17,161.6302
2009-06-18,141.754
2009-06-19,142.0177
2009-06-20,118.1808
2009-06-21,112.2798
2009-06-22,113.4081
2009-06-23,99.89191
2009-06-24,93.89425
2009-06-25,91.42293
2009-06-26,100.7357
2009-06-27,89.49331
2009-06-28,83.19241
2009-06-29,77.64561
2009-06-30,71.80348
2009-07-01,66.94829
2009-07-02,65.86008
2009-07-03,61.5648
2009-07-04,59.36296
2009-07-05,58.87921
2009-07-06,62.41643
2009-07-07,66.29468
2009-07-08,62.41643
2009-07-09,72.47392
2009-07-10,69.14171
2009-07-11,62.84365
2009-07-12,60.17017
2009-07-13,71.35762
2009-07-14,67.60394
2009-07-15,54.22566
2009-07-16,50.40696
2009-07-17,50.72402
2009-07-18,48.66708
2009-07-19,45.99153
2009-07-20,44.73823
2009-07-21,43.95686
2009-07-22,44.73823
2009-07-23,51.04129
2009-07-24,46.30544
2009-07-25,42.4185
2009-07-26,42.56414
2009-07-27,39.80117
2009-07-28,39.94637
2009-07-29,50.09013
2009-07-30,57.43055
2009-07-31,54.7051
2009-08-01,47.24856
2009-08-02,52.63085
2009-08-03,49.45711
2009-08-04,41.83619
2009-08-05,48.82498
2009-08-06,50.72402
2009-08-07,40.81807
2009-08-08,38.20573
2009-08-09,38.35064
2009-08-10,35.60196
2009-08-11,34.59181
2009-08-12,40.81807
2009-08-13,45.36441
2009-08-14,47.40594
2009-08-15,39.94637
2009-08-16,37.33683
2009-08-17,49.14093
2009-08-18,47.72089
2009-08-19,40.38211
2009-08-20,55.18501
2009-08-21,68.70122
2009-08-22,106.9084
2009-08-23,53.74667
2009-08-24,45.99153
2009-08-25,41.54517
2009-08-26,38.93054
2009-08-27,37.33683
2009-08-28,45.99153
2009-08-29,57.75213
2009-08-30,49.14093
2009-08-31,53.4276
2009-09-01,50.72402
2009-09-02,43.17699
2009-09-03,39.80117
2009-09-04,37.1921
2009-09-05,35.45757
2009-09-06,34.59181
2009-09-07,34.15933
2009-09-08,36.90274
2009-09-09,74.33458
2009-09-10,92.52261
2009-09-11,55.02499
2009-09-12,48.50924
2009-09-13,44.26923
2009-09-14,40.23684
2009-09-15,37.77116
2009-09-16,39.36574
2009-09-17,93.34599
2009-09-18,129.8016
2009-09-19,124.6289
2009-09-20,618.9745
2009-09-21,1552.635
2009-09-22,2647.578
2009-09-23,2328.234
2009-09-24,977.1591
2009-09-25,433.7424
2009-09-26,351.874
2009-09-27,530.3806
2009-09-28,377.6729
2009-09-29,277.5127
2009-09-30,230.5208
2009-10-01,200.8854
2009-10-02,183.8739
2009-10-03,173.9218
2009-10-04,156.7772
2009-10-05,214.697
2009-10-06,217.4915
2009-10-07,169.8819
2009-10-08,147.0606
2009-10-09,132.112
2009-10-10,152.4328
2009-10-11,139.1254
2009-10-12,139.1254
2009-10-13,175.4433
2009-10-14,176.9682
2009-10-15,237.9751
2009-10-16,263.7279
2009-10-17,217.4915
2009-10-18,187.7406
2009-10-19,163.6205
2009-10-20,147.0606
2009-10-21,134.6953
2009-10-22,125.0931
2009-10-23,125.5578
2009-10-24,493.234
2009-10-25,451.7581
2009-10-26,288.6645
2009-10-27,271.9779
2009-10-28,549.6585
2009-10-29,459.5038
2009-10-30,340.1533
2009-10-31,337.2385
2009-11-01,526.1898
2009-11-02,449.1795
2009-11-03,357.7711
2009-11-04,308.4384
2009-11-05,277.5127
2009-11-06,253.0174
2009-11-07,233.0005
2009-11-08,214.697
2009-11-09,200.8854
2009-11-10,247.9838
2009-11-11,790.9221
2009-11-12,1176.508
2009-11-13,745.3469
2009-11-14,477.6333
2009-11-15,380.2025
2009-11-16,334.33
2009-11-17,305.5938
2009-11-18,472.4455
2009-11-19,597.3183
2009-11-20,523.3837
2009-11-21,410.7011
2009-11-22,372.6192
2009-11-23,408.1497
2009-11-24,360.7287
2009-11-25,328.5318
2009-11-26,305.5938
2009-11-27,285.8664
2009-11-28,269.2209
2009-11-29,253.0174
2009-11-30,245.4743
2009-12-01,235.4853
2009-12-02,454.3384
2009-12-03,751.375
2009-12-04,623.9981
2009-12-05,444.0271
2009-12-06,372.6192
2009-12-07,334.33
2009-12-08,322.7588
2009-12-09,651.1695
2009-12-10,763.4762
2009-12-11,571.1621
2009-12-12,433.7424
2009-12-13,464.6757
2009-12-14,495.8395
2009-12-15,420.9245
2009-12-16,377.6729
2009-12-17,346.0013
2009-12-18,346.0013
2009-12-19,392.8785
2009-12-20,346.0013
2009-12-21,311.2896
2009-12-22,297.0992
2009-12-23,285.8664
2009-12-24,283.075
2009-12-25,691.7791
2009-12-26,1425.067
2009-12-27,1101.108
2009-12-28,611.3886
2009-12-29,477.6333
2009-12-30,418.366
2009-12-31,403.0521
2010-01-01,395.4192
2010-01-02,366.662
2010-01-03,337.2385
2010-01-04,319.8819
2010-01-05,302.7557
2010-01-06,291.4694
2010-01-07,280.2904
2010-01-08,274.7419
2010-01-09,255.5414
2010-01-10,245.4743
2010-01-11,235.4853
2010-01-12,233.0005
2010-01-13,223.1122
2010-01-14,214.697
2010-01-15,209.14
2010-01-16,206.3776
2010-01-17,575.135
2010-01-18,594.7367
2010-01-19,420.9245
2010-01-20,357.7711
2010-01-21,390.3396
2010-01-22,480.2295
2010-01-23,400.506
2010-01-24,521.977
2010-01-25,1575.065
2010-01-26,1730.935
2010-01-27,931.2049
2010-01-28,580.4045
2010-01-29,488.0276
2010-01-30,480.2295
2010-01-31,428.6101
2010-02-01,392.8785
2010-02-02,431.1754
2010-02-03,477.6333
2010-02-04,423.4846
2010-02-05,569.8337
2010-02-06,846.7063
2010-02-07,800.1373
2010-02-08,588.2504
2010-02-09,519.3566
2010-02-10,501.055
2010-02-11,446.6025
2010-02-12,415.8093
2010-02-13,400.506
2010-02-14,375.1451
2010-02-15,366.662
2010-02-16,351.874
2010-02-17,328.5318
2010-02-18,314.1472
2010-02-19,302.7557
2010-02-20,294.281
2010-02-21,291.4694
2010-02-22,325.6421
2010-02-23,351.874
2010-02-24,337.2385
2010-02-25,317.0113
2010-02-26,297.0992
2010-02-27,285.8664
2010-02-28,277.5127
2010-03-01,263.7279
2010-03-02,266.4709
2010-03-03,266.4709
2010-03-04,250.4982
2010-03-05,240.4699
2010-03-06,230.5208
2010-03-07,225.5766
2010-03-08,223.1122
2010-03-09,225.5766
2010-03-10,230.5208
2010-03-11,250.4982
2010-03-12,346.0013
2010-03-13,464.6757
2010-03-14,387.8025
2010-03-15,325.6421
2010-03-16,291.4694
2010-03-17,271.9779
2010-03-18,258.2631
2010-03-19,240.4699
2010-03-20,225.5766
2010-03-21,225.5766
2010-03-22,514.1201
2010-03-23,400.506
2010-03-24,317.0113
2010-03-25,288.6645
2010-03-26,274.7419
2010-03-27,247.9838
2010-03-28,277.5127
2010-03-29,382.734
2010-03-30,308.4384
2010-03-31,274.7419
2010-04-01,253.0174
2010-04-02,237.9751
2010-04-03,225.5766
2010-04-04,214.697
2010-04-05,203.6261
2010-04-06,195.5379
2010-04-07,184.9029
2010-04-08,190.3303
2010-04-09,266.4709
2010-04-10,200.8854
2010-04-11,181.8205
2010-04-12,173.9218
2010-04-13,166.6182
2010-04-14,160.1417
2010-04-15,153.5151
2010-04-16,148.9335
2010-04-17,144.1338
2010-04-18,137.2954
2010-04-19,130.8267
2010-04-20,129.29
2010-04-21,138.8635
2010-04-22,127.505
2010-04-23,120.9326
2010-04-24,124.861
2010-04-25,477.6333
2010-04-26,423.4846
2010-04-27,277.5127
2010-04-28,230.5208
2010-04-29,206.3776
2010-04-30,189.8116
2010-05-01,178.2418
2010-05-02,184.3882
2010-05-03,288.6645
2010-05-04,351.874
2010-05-05,250.4982
2010-05-06,220.2966
2010-05-07,250.4982
2010-05-08,203.6261
2010-05-09,176.4595
2010-05-10,164.6181
2010-05-11,165.3674
2010-05-12,166.6182
2010-05-13,154.5999
2010-05-14,140.9637
2010-05-15,139.1254
2010-05-16,211.9132
2010-05-17,247.9838
2010-05-18,228.0461
2010-05-19,180.0287
2010-05-20,155.1433
2010-05-21,170.6374
2010-05-22,214.697
2010-05-23,165.8674
2010-05-24,143.8687
2010-05-25,143.6038
2010-05-26,133.6599
2010-05-27,123.9335
2010-05-28,116.1286
2010-05-29,116.8116
2010-05-30,108.4675
2010-05-31,169.6302
2010-06-01,266.4709
2010-06-02,245.4743
2010-06-03,233.0005
2010-06-04,203.6261
2010-06-05,178.2418
2010-06-06,152.7031
2010-06-07,133.6599
2010-06-08,118.4095
2010-06-09,110.9301
2010-06-10,112.2798
2010-06-11,106.4641
2010-06-12,119.3253
2010-06-13,104.0297
2010-06-14,96.90058
2010-06-15,102.4888
2010-06-16,228.0461
2010-06-17,217.4915
2010-06-18,128.7791
2010-06-19,106.9084
2010-06-20,100.0275
2010-06-21,93.34599
2010-06-22,89.2171
2010-06-23,104.9131
2010-06-24,108.0214
2010-06-25,98.12608
2010-06-26,211.9132
2010-06-27,155.6873
2010-06-28,155.9595
2010-06-29,112.0546
2010-06-30,115.674
2010-07-01,97.71786
2010-07-02,92.11048
2010-07-03,88.66427
2010-07-04,84.41566
2010-07-05,77.88401
2010-07-06,72.02674
2010-07-07,68.04217
2010-07-08,64.34621
2010-07-09,62.41643
2010-07-10,66.29468
2010-07-11,61.35248
2010-07-12,69.14171
2010-07-13,81.49027
2010-07-14,70.24687
2010-07-15,60.65507
2010-07-16,62.20317
2010-07-17,63.70087
2010-07-18,61.99015
2010-07-19,66.29468
2010-07-20,59.52431
2010-07-21,54.54524
2010-07-22,54.7051
2010-07-23,61.5648
2010-07-24,65.64313
2010-07-25,54.86502
2010-07-26,52.63085
2010-07-27,72.69785
2010-07-28,95.67257
2010-07-29,81.73269
2010-07-30,63.91575
2010-07-31,55.02499
2010-08-01,59.36296
2010-08-02,58.39588
2010-08-03,55.18501
2010-08-04,55.18501
2010-08-05,51.99439
2010-08-06,58.71805
2010-08-07,85.89168
2010-08-08,57.75213
2010-08-09,56.94854
2010-08-10,61.35248
2010-08-11,54.06594
2010-08-12,66.51232
2010-08-13,77.16955
2010-08-14,214.697
2010-08-15,192.9294
2010-08-16,171.1416
2010-08-17,100.5171
2010-08-18,98.12608
2010-08-19,128.524
2010-08-20,109.8088
2010-08-21,146.527
2010-08-22,390.3396
2010-08-23,166.3678
2010-08-24,108.0214
2010-08-25,101.3921
2010-08-26,93.07166
2010-08-27,106.2421
2010-08-28,89.90736
2010-08-29,77.16955
2010-08-30,68.48131
2010-08-31,61.99015
2010-09-01,57.59132
2010-09-02,54.38542
2010-09-03,51.99439
2010-09-04,49.14093
2010-09-05,46.93395
2010-09-06,45.5211
2010-09-07,44.4255
2010-09-08,43.80076
2010-09-09,44.26923
2010-09-10,43.17699
2010-09-11,44.4255
2010-09-12,87.69548
2010-09-13,56.14619
2010-09-14,44.89469
2010-09-15,42.27289
2010-09-16,40.5274
2010-09-17,39.36574
2010-09-18,38.78553
2010-09-19,37.91599
2010-09-20,37.04741
2010-09-21,36.0353
2010-09-22,36.0353
2010-09-23,41.25426
2010-09-24,37.48158
2010-09-25,35.16887
2010-09-26,47.56339
2010-09-27,120.243
2010-09-28,149.2017
2010-09-29,84.90668
2010-09-30,93.34599
